Date,Rate
2016-02-13,1.81
2016-02-12,1.77
2016-02-11,1.67
2016-02-10,1.66
2016-02-09,1.71
2016-02-08,1.71
2016-02-07,1.71
2016-02-06,1.71
2016-02-05,1.79
2016-02-04,1.82
2016-02-03,1.81
2016-02-02,1.78
2016-02-01,1.89
2016-01-31,1.89
2016-01-30,1.89
2016-01-29,1.87
2016-01-28,1.89
2016-01-27,1.9
2016-01-26,1.92
2016-01-25,1.92
2016-01-24,1.92
2016-01-23,1.92
2016-01-22,1.95
2016-01-21,1.88
2016-01-20,1.8
2016-01-19,1.85
2016-01-18,1.84
2016-01-17,1.84
2016-01-16,1.84
2016-01-15,1.83
2016-01-14,1.91
2016-01-13,1.88
2016-01-12,1.91
2016-01-11,1.96
2016-01-10,1.96
2016-01-09,1.96
2016-01-08,1.93
2016-01-07,1.95
2016-01-06,1.96
2016-01-05,2.01
2016-01-04,2.01
2016-01-03,2.01
2016-01-02,2.01
2016-01-01,2.01
2015-12-31,2.03
2015-12-30,2.04
2015-12-29,2.04
2015-12-28,2.04
2015-12-27,2.04
2015-12-26,2.04
2015-12-25,2.04
2015-12-24,2.01
2015-12-23,2.04
2015-12-22,2.02
2015-12-21,1.99
2015-12-20,1.99
2015-12-19,1.99
2015-12-18,2
2015-12-17,2.04
2015-12-16,2.1
2015-12-15,2.1
2015-12-14,2.08
2015-12-13,2.08
2015-12-12,2.08
2015-12-11,2.03
2015-12-10,2.1
2015-12-09,2.11
2015-12-08,2.11
2015-12-07,2.11
2015-12-06,2.11
2015-12-05,2.11
2015-12-04,2.17
2015-12-03,2.21
2015-12-02,2.11
2015-12-01,2.1
2015-11-30,2.17
2015-11-29,2.17
2015-11-28,2.17
2015-11-27,2.17
2015-11-26,2.16
2015-11-25,2.17
2015-11-24,2.2
2015-11-23,2.21
2015-11-22,2.21
2015-11-21,2.21
2015-11-20,2.21
2015-11-19,2.2
2015-11-18,2.24
2015-11-17,2.24
2015-11-16,2.23
2015-11-15,2.23
2015-11-14,2.23
2015-11-13,2.23
2015-11-12,2.28
2015-11-11,2.28
2015-11-10,2.29
2015-11-09,2.31
2015-11-08,2.31
2015-11-07,2.31
2015-11-06,2.3
2015-11-05,2.26
2015-11-04,2.24
2015-11-03,2.23
2015-11-02,2.2
2015-11-01,2.2
2015-10-31,2.2
2015-10-30,2.18
2015-10-29,2.19
2015-10-28,2.13
2015-10-27,2.09
2015-10-26,2.12
2015-10-25,2.12
2015-10-24,2.12
2015-10-23,2.18
2015-10-22,2.13
2015-10-21,2.14
2015-10-20,2.21
2015-10-19,2.13
2015-10-18,2.13
2015-10-17,2.13
2015-10-16,2.13
2015-10-15,2.11
2015-10-14,2.08
2015-10-13,2.12
2015-10-12,2.12
2015-10-11,2.12
2015-10-10,2.12
2015-10-09,2.19
2015-10-08,2.17
2015-10-07,2.12
2015-10-06,2.1
2015-10-05,2.1
2015-10-04,2.1
2015-10-03,2.1
2015-10-02,2.06
2015-10-01,2.08
2015-09-30,2.09
2015-09-29,2.06
2015-09-28,2.07
2015-09-27,2.07
2015-09-26,2.07
2015-09-25,2.15
2015-09-24,2.09
2015-09-23,2.11
2015-09-22,2.11
2015-09-21,2.17
2015-09-20,2.17
2015-09-19,2.17
2015-09-18,2.1
2015-09-17,2.17
2015-09-16,2.21
2015-09-15,2.19
2015-09-14,2.09
2015-09-13,2.09
2015-09-12,2.09
2015-09-11,2.11
2015-09-10,2.14
2015-09-09,2.13
2015-09-08,2.12
2015-09-07,2.12
2015-09-06,2.12
2015-09-05,2.12
2015-09-04,2.08
2015-09-03,2.1
2015-09-02,2.09
2015-09-01,2.06
2015-08-31,2.11
2015-08-30,2.11
2015-08-29,2.11
2015-08-28,2.07
2015-08-27,2.08
2015-08-26,2.08
2015-08-25,1.96
2015-08-24,1.88
2015-08-23,1.88
2015-08-22,1.88
2015-08-21,1.89
2015-08-20,1.9
2015-08-19,1.92
2015-08-18,1.98
2015-08-17,1.96
2015-08-16,1.96
2015-08-15,1.96
2015-08-14,1.97
2015-08-13,1.98
2015-08-12,1.97
2015-08-11,1.97
2015-08-10,2.03
2015-08-09,2.03
2015-08-08,2.03
2015-08-07,1.98
2015-08-06,2.01
2015-08-05,2.03
2015-08-04,2
2015-08-03,2
2015-08-02,2
2015-08-01,2
2015-07-31,2.01
2015-07-30,2.05
2015-07-29,2.09
2015-07-28,2.06
2015-07-27,2.01
2015-07-26,2.01
2015-07-25,2.01
2015-07-24,2.04
2015-07-23,2.06
2015-07-22,2.11
2015-07-21,2.14
2015-07-20,2.14
2015-07-19,2.14
2015-07-18,2.14
2015-07-17,2.12
2015-07-16,2.14
2015-07-15,2.17
2015-07-14,2.22
2015-07-13,2.24
2015-07-12,2.24
2015-07-11,2.24
2015-07-10,2.23
2015-07-09,2.14
2015-07-08,2.07
2015-07-07,2.12
2015-07-06,2.18
2015-07-05,2.18
2015-07-04,2.18
2015-07-03,2.24
2015-07-02,2.27
2015-07-01,2.27
2015-06-30,2.21
2015-06-29,2.26
2015-06-28,2.26
2015-06-27,2.26
2015-06-26,2.37
2015-06-25,2.32
2015-06-24,2.29
2015-06-23,2.33
2015-06-22,2.31
2015-06-21,2.31
2015-06-20,2.31
2015-06-19,2.24
2015-06-18,2.3
2015-06-17,2.27
2015-06-16,2.25
2015-06-15,2.28
2015-06-14,2.28
2015-06-13,2.28
2015-06-12,2.31
2015-06-11,2.33
2015-06-10,2.4
2015-06-09,2.36
2015-06-08,2.3
2015-06-07,2.3
2015-06-06,2.3
2015-06-05,2.31
2015-06-04,2.24
2015-06-03,2.29
2015-06-02,2.21
2015-06-01,2.06
2015-05-31,2.06
2015-05-30,2.06
2015-05-29,2.04
2015-05-28,2.07
2015-05-27,2.08
2015-05-26,2.12
2015-05-25,2.2
2015-05-24,2.2
2015-05-23,2.2
2015-05-22,2.18
2015-05-21,2.17
2015-05-20,2.23
2015-05-19,2.25
2015-05-18,2.25
2015-05-17,2.25
2015-05-16,2.25
2015-05-15,2.15
2015-05-14,2.23
2015-05-13,2.25
2015-05-12,2.22
2015-05-11,2.23
2015-05-10,2.23
2015-05-09,2.23
2015-05-08,2.12
2015-05-07,2.16
2015-05-06,2.23
2015-05-05,2.15
2015-05-04,2.13
2015-05-03,2.13
2015-05-02,2.13
2015-05-01,2.07
2015-04-30,2.01
2015-04-29,2.01
2015-04-28,1.98
2015-04-27,1.88
2015-04-26,1.88
2015-04-25,1.88
2015-04-24,1.87
2015-04-23,1.9
2015-04-22,1.92
2015-04-21,1.87
2015-04-20,1.87
2015-04-19,1.87
2015-04-18,1.87
2015-04-17,1.85
2015-04-16,1.84
2015-04-15,1.81
2015-04-14,1.79
2015-04-13,1.84
2015-04-12,1.84
2015-04-11,1.84
2015-04-10,1.85
2015-04-09,1.84
2015-04-08,1.8
2015-04-07,1.81
2015-04-06,1.82
2015-04-05,1.82
2015-04-04,1.82
2015-04-03,1.82
2015-04-02,1.78
2015-04-01,1.77
2015-03-31,1.81
2015-03-30,1.82
2015-03-29,1.82
2015-03-28,1.82
2015-03-27,1.82
2015-03-26,1.87
2015-03-25,1.79
2015-03-24,1.76
2015-03-23,1.76
2015-03-22,1.76
2015-03-21,1.76
2015-03-20,1.76
2015-03-19,1.77
2015-03-18,1.79
2015-03-17,1.87
2015-03-16,1.9
2015-03-15,1.9
2015-03-14,1.9
2015-03-13,1.93
2015-03-12,1.94
2015-03-11,1.95
2015-03-10,1.99
2015-03-09,2.03
2015-03-08,2.03
2015-03-07,2.03
2015-03-06,2.05
2015-03-05,1.96
2015-03-04,1.93
2015-03-03,1.86
2015-03-02,1.81
2015-03-01,1.81
2015-02-28,1.81
2015-02-27,1.74
2015-02-26,1.79
2015-02-25,1.76
2015-02-24,1.77
2015-02-23,1.82
2015-02-22,1.82
2015-02-21,1.82
2015-02-20,1.88
2015-02-19,1.89
2015-02-18,1.91
2015-02-17,1.94
2015-02-16,1.94
2015-02-15,1.94
2015-02-14,1.94
2015-02-13,1.88
2015-02-12,1.84
2015-02-11,1.87
2015-02-10,1.86
2015-02-09,1.84
2015-02-08,1.84
2015-02-07,1.84
2015-02-06,1.84
2015-02-05,1.76
2015-02-04,1.69
2015-02-03,1.71
2015-02-02,1.65
2015-02-01,1.65
2015-01-31,1.65
2015-01-30,1.67
2015-01-29,1.76
2015-01-28,1.75
2015-01-27,1.81
2015-01-26,1.87
2015-01-25,1.87
2015-01-24,1.87
2015-01-23,1.86
2015-01-22,1.91
2015-01-21,1.89
2015-01-20,1.93
2015-01-19,1.95
2015-01-18,1.95
2015-01-17,1.95
2015-01-16,1.97
2015-01-15,1.93
2015-01-14,2.01
2015-01-13,2.04
2015-01-12,2.05
2015-01-11,2.05
2015-01-10,2.05
2015-01-09,2.1
2015-01-08,2.14
2015-01-07,2.09
2015-01-06,2.08
2015-01-05,2.12
2015-01-04,2.12
2015-01-03,2.12
2015-01-02,2.18
2015-01-01,2.18
2014-12-31,2.22
2014-12-30,2.24
2014-12-29,2.27
2014-12-28,2.27
2014-12-27,2.27
2014-12-26,2.27
2014-12-25,2.27
2014-12-24,2.32
2014-12-23,2.31
2014-12-22,2.22
2014-12-21,2.22
2014-12-20,2.22
2014-12-19,2.23
2014-12-18,2.27
2014-12-17,2.22
2014-12-16,2.17
2014-12-15,2.21
2014-12-14,2.21
2014-12-13,2.21
2014-12-12,2.19
2014-12-11,2.25
2014-12-10,2.25
2014-12-09,2.3
2014-12-08,2.31
2014-12-07,2.31
2014-12-06,2.31
2014-12-05,2.37
2014-12-04,2.34
2014-12-03,2.37
2014-12-02,2.38
2014-12-01,2.32
2014-11-30,2.32
2014-11-29,2.32
2014-11-28,2.28
2014-11-27,2.33
2014-11-26,2.36
2014-11-25,2.37
2014-11-24,2.4
2014-11-23,2.4
2014-11-22,2.4
2014-11-21,2.43
2014-11-20,2.45
2014-11-19,2.47
2014-11-18,2.43
2014-11-17,2.46
2014-11-16,2.46
2014-11-15,2.46
2014-11-14,2.47
2014-11-13,2.48
2014-11-12,2.49
2014-11-11,2.49
2014-11-10,2.49
2014-11-09,2.49
2014-11-08,2.49
2014-11-07,2.46
2014-11-06,2.51
2014-11-05,2.46
2014-11-04,2.45
2014-11-03,2.46
2014-11-02,2.46
2014-11-01,2.46
2014-10-31,2.46
2014-10-30,2.46
2014-10-29,2.46
2014-10-28,2.45
2014-10-27,2.43
2014-10-26,2.43
2014-10-25,2.43
2014-10-24,2.42
2014-10-23,2.42
2014-10-22,2.4
2014-10-21,2.4
2014-10-20,2.38
2014-10-19,2.38
2014-10-18,2.38
2014-10-17,2.39
2014-10-16,2.37
2014-10-15,2.33
2014-10-14,2.37
2014-10-13,2.37
2014-10-12,2.37
2014-10-11,2.37
2014-10-10,2.43
2014-10-09,2.45
2014-10-08,2.43
2014-10-07,2.44
2014-10-06,2.48
2014-10-05,2.48
2014-10-04,2.48
2014-10-03,2.5
2014-10-02,2.51
2014-10-01,2.49
2014-09-30,2.56
2014-09-29,2.53
2014-09-28,2.53
2014-09-27,2.53
2014-09-26,2.56
2014-09-25,2.56
2014-09-24,2.61
2014-09-23,2.59
2014-09-22,2.62
2014-09-21,2.62
2014-09-20,2.62
2014-09-19,2.64
2014-09-18,2.68
2014-09-17,2.67
2014-09-16,2.65
2014-09-15,2.64
2014-09-14,2.64
2014-09-13,2.64
2014-09-12,2.64
2014-09-11,2.6
2014-09-10,2.6
2014-09-09,2.58
2014-09-08,2.56
2014-09-07,2.56
2014-09-06,2.56
2014-09-05,2.54
2014-09-04,2.54
2014-09-03,2.51
2014-09-02,2.51
2014-09-01,2.51
2014-08-31,2.51
2014-08-30,2.51
2014-08-29,2.43
2014-08-28,2.43
2014-08-27,2.44
2014-08-26,2.47
2014-08-25,2.47
2014-08-24,2.47
2014-08-23,2.47
2014-08-22,2.5
2014-08-21,2.51
2014-08-20,2.53
2014-08-19,2.5
2014-08-18,2.49
2014-08-17,2.49
2014-08-16,2.49
2014-08-15,2.46
2014-08-14,2.49
2014-08-13,2.51
2014-08-12,2.54
2014-08-11,2.51
2014-08-10,2.51
2014-08-09,2.51
2014-08-08,2.5
2014-08-07,2.5
2014-08-06,2.53
2014-08-05,2.53
2014-08-04,2.53
2014-08-03,2.53
2014-08-02,2.53
2014-08-01,2.54
2014-07-31,2.58
